,docId,subject,relation,object
970,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,first improvement after five straight years of record deficits.The Bush administration said
971,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,improvement after five straight years of record deficits.The Bush administration said
972,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking first annual improvement after five straight years of record deficits.The Bush administration said
973,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,first annual improvement after straight years of record deficits.The Bush administration said
974,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,first annual improvement after five straight years of record deficits.The Bush administration said
975,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking first annual improvement after straight years of record deficits.The Bush administration said
976,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,annual improvement after five straight years of record deficits.The Bush administration said
977,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking annual improvement after straight years of record deficits.The Bush administration said
978,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking improvement after straight years of record deficits.The Bush administration said
979,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,first improvement after straight years of record deficits.The Bush administration said
980,4T6N-D1B0-TX12-N0W2-00000-00.txt,president,has,trade policies
981,4T6N-D1B0-TX12-N0W2-00000-00.txt,president 's trade policies,open,overseas markets
982,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,annual improvement after five straight years of record deficits.The Bush administration said
983,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,was,marking first improvement after straight years of record deficits.The Bush administration said
984,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,marking improvement after five straight years of record deficits.The Bush administration said
985,4T6N-D1B0-TX12-N0W2-00000-00.txt,2007 deficit,was,improvement after straight years of record deficits.The Bush administration said
986,4T6N-D1B0-TX12-N0W2-00000-00.txt,It,said,Democrats in Congress
987,4T6N-D1B0-TX12-N0W2-00000-00.txt,on three free trade agreements,is with,Colombia
988,4T6N-D1B0-TX12-N0W2-00000-00.txt,It,said,Democrats
989,4T6N-D1B0-TX12-N0W2-00000-00.txt,Democrats,is in,Congress
990,4T6N-D1B0-TX12-N0W2-00000-00.txt,Democratic leaders,is in,Congress
991,4T6N-D1B0-TX12-N0W2-00000-00.txt,surge,is in,exports
992,4T6N-D1B0-TX12-N0W2-00000-00.txt,administration,of,free trade policies
993,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,as many companies moved to wage countries.Trade
994,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,as companies moved
995,4T6N-D1B0-TX12-N0W2-00000-00.txt,companies,moved production to,low wage countries.Trade
996,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,companies moved
997,4T6N-D1B0-TX12-N0W2-00000-00.txt,companies,moved to,wage countries.Trade
998,4T6N-D1B0-TX12-N0W2-00000-00.txt,many companies,moved to,low wage countries.Trade
999,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,as companies moved to wage countries.Trade
1000,4T6N-D1B0-TX12-N0W2-00000-00.txt,companies,moved,production
1001,4T6N-D1B0-TX12-N0W2-00000-00.txt,to major issue,is in,upcoming presidential campaign
1002,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,as many companies moved
1003,4T6N-D1B0-TX12-N0W2-00000-00.txt,many companies,moved to,wage countries.Trade
1004,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,many companies moved
1005,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,many companies moved to low wage countries.Trade
1006,4T6N-D1B0-TX12-N0W2-00000-00.txt,many companies,moved production to,low wage countries.Trade
1007,4T6N-D1B0-TX12-N0W2-00000-00.txt,companies,moved to,low wage countries.Trade
1008,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed to,loss since 2001
1009,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,many companies moved to wage countries.Trade
1010,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,as many companies moved to low wage countries.Trade
1011,4T6N-D1B0-TX12-N0W2-00000-00.txt,many companies,moved production to,wage countries.Trade
1012,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,companies moved to wage countries.Trade
1013,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,companies moved to low wage countries.Trade
1014,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed,as companies moved to low wage countries.Trade
1015,4T6N-D1B0-TX12-N0W2-00000-00.txt,companies,moved production to,wage countries.Trade
1016,4T6N-D1B0-TX12-N0W2-00000-00.txt,many companies,moved,production
1017,4T6N-D1B0-TX12-N0W2-00000-00.txt,string,contributed to,loss
1018,4T6N-D1B0-TX12-N0W2-00000-00.txt,Republican candidate Sen. John McCain,said in,statement
1019,4T6N-D1B0-TX12-N0W2-00000-00.txt,exports play,is in,our economy
1020,4T6N-D1B0-TX12-N0W2-00000-00.txt,candidate Sen. John McCain,said in,statement
1021,4T6N-D1B0-TX12-N0W2-00000-00.txt,big rise,is in,exports
1022,4T6N-D1B0-TX12-N0W2-00000-00.txt,October.Critics,accuse China since,record $ 25.9 billion deficit
1023,4T6N-D1B0-TX12-N0W2-00000-00.txt,October.Critics,accuse China since,record $ 25.9 billion deficit with China
1024,4T6N-D1B0-TX12-N0W2-00000-00.txt,value,boost,competitiveness of products
1025,4T6N-D1B0-TX12-N0W2-00000-00.txt,last October.Critics,accuse,China
1026,4T6N-D1B0-TX12-N0W2-00000-00.txt,Barack Obama,is nominee of,Presumptive Democratic
1027,4T6N-D1B0-TX12-N0W2-00000-00.txt,sensitive deficit,is with,China
1028,4T6N-D1B0-TX12-N0W2-00000-00.txt,last October.Critics,accuse China since,record $ 25.9 billion deficit
1029,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,rose of,Bush administration trade policies.The
1030,4T6N-D1B0-TX12-N0W2-00000-00.txt,October.Critics,accuse,China
1031,4T6N-D1B0-TX12-N0W2-00000-00.txt,value,boost,competitiveness
1032,4T6N-D1B0-TX12-N0W2-00000-00.txt,deficit,rose to,imbalance
1033,4T6N-D1B0-TX12-N0W2-00000-00.txt,value,boost,competitiveness of Chinese products
1034,4T6N-D1B0-TX12-N0W2-00000-00.txt,record $ 25.9 billion deficit,is with,China
1035,4T6N-D1B0-TX12-N0W2-00000-00.txt,last October.Critics,accuse China since,record $ 25.9 billion deficit with China
1036,4T6N-D1B0-TX12-N0W2-00000-00.txt,Presumptive Democratic nominee Barack Obama,been,has critical
1037,4T6N-D1B0-TX12-N0W2-00000-00.txt,Henry Paulson,is by,Treasury Secretary
1038,4T6N-D1B0-TX12-N0W2-00000-00.txt,China,move more quickly,allow
1039,4T6N-D1B0-TX12-N0W2-00000-00.txt,China,move,allow
1040,4T6N-D1B0-TX12-N0W2-00000-00.txt,its currency,rise against,dollar
1041,4T6N-D1B0-TX12-N0W2-00000-00.txt,China,move more quickly,to allow
1042,4T6N-D1B0-TX12-N0W2-00000-00.txt,China,move quickly,to allow
1043,4T6N-D1B0-TX12-N0W2-00000-00.txt,China,move quickly,allow
1044,4T6N-D1B0-TX12-N0W2-00000-00.txt,Democratic moves,is in,Congress
1045,4T6N-D1B0-TX12-N0W2-00000-00.txt,administration,led by,Treasury Secretary Henry Paulson
1046,4T6N-D1B0-TX12-N0W2-00000-00.txt,China,move,to allow
1047,4T6N-D1B0-TX12-N0W2-00000-00.txt,Central America,all hit records in,June.To
1048,4T6N-D1B0-TX12-N0W2-00000-00.txt,European Union,subscribe to,newspaper
1049,4T6N-D1B0-TX12-N0W2-00000-00.txt,Central America,hit records in,June.To
1050,4T6N-D1B0-TX12-N0W2-00000-00.txt,South,all hit records in,June.To
1051,4T6N-D1B0-TX12-N0W2-00000-00.txt,South,hit records in,June.To
1052,4T6N-D1B0-TX12-N0W2-00000-00.txt,Ave.,is,Milwaukee
1053,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,FDIC,considered,matter
1054,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,it,had,reason
1055,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Minnesota banks,included,Brickwell Community Bank in Woodbury
1056,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Riverbank,is in,FDIC
1057,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Other Minnesota banks,included,Brickwell Community Bank in Woodbury
1058,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,cease,desist to,State Bank of Aurora
1059,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Minnesota banks,included,Brickwell Community Bank
1060,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,cease,desist to,State Bank
1061,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,cease,desist order to,State Bank of Aurora
1062,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Other Minnesota banks,included,Brickwell Community Bank
1063,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,cease,desist,order
1064,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Brickwell Community Bank,is in,Woodbury
1065,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,cease,desist order to,State Bank
1066,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,downturn,is in,real estate market
1067,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank of Aurora,bank since,1906
1068,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,bank,has,management policies
1069,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,its,Bank,locally owned community bank since 1906
1070,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank of Aurora,of Bank is,locally owned community bank since 1906
1071,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,action,is with,FDIC
1072,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,bank,said in,release
1073,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,investments,is with,bank
1074,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,we,are faced with,release said
1075,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,we,are,faced
1076,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,board,have to,since signing of consent action have proactive
1077,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,board,have to,have proactive
1078,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,board,have to,since signing have proactive
1079,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank,has endured at_time,many tough economic times
1080,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank,plans,emerge
1081,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank,plans,to emerge
1082,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank,plans,to emerge from challenge
1083,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank,has endured at_time,tough economic times
1084,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,State Bank,plans,emerge from challenge
1085,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,more,subscribe to,newspaper
1086,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,2009,Copyright at_time,c
1087,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Suite 303,write to,Permissions Group Inc.
1088,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Ave.,is,Milwaukee
1089,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Suite 303,write to,1247 Milwaukee Ave.
1090,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Suite 303,send fax to,847-635-6968
1091,7VJ2-R4F1-2R2Y-70S8-00000-00.txt,Suite 303,send,fax
1092,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Unemployment,swell at_time,later year
1093,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Unemployment,swell at_time,year
1094,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Unemployment,is in,Pittsburgh area
1095,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Stuart Hoffman,is,chief economist
1096,4VCM-GVP0-TWTK-S1H3-00000-00.txt,7.2 percent,is in,2009
1097,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Unemployment,stood at,5.8 percent
1098,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Unemployment,stood in,November
1099,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Hoffman,is during,Economic Club
1100,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Pittsburgh,of,annual forecast luncheon at Omni William Penn Hotel
1101,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will severe than national average
1102,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will probably less severe than national average
1103,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Pittsburgh,will have at_time,down year
1104,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will severe than average
1105,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will probably severe than average
1106,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will severe
1107,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will less severe than national average
1108,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will less severe
1109,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will probably less severe
1110,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will probably severe than national average
1111,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will less severe than average
1112,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Pittsburgh,will have at_time,year
1113,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will probably severe
1114,4VCM-GVP0-TWTK-S1H3-00000-00.txt,it,will,will probably less severe than average
1115,4VCM-GVP0-TWTK-S1H3-00000-00.txt,economist,unemployment in,United States
1116,4VCM-GVP0-TWTK-S1H3-00000-00.txt,economist,expects,unemployment in United States
1117,4VCM-GVP0-TWTK-S1H3-00000-00.txt,economist,expects,unemployment
1118,4VCM-GVP0-TWTK-S1H3-00000-00.txt,unemployment,is in,United States
1119,4VCM-GVP0-TWTK-S1H3-00000-00.txt,drop,is in,crude oil prices
1120,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Billions,is in,federal economic stimulus measures including spending on capital projects
1121,4VCM-GVP0-TWTK-S1H3-00000-00.txt,gallon decline,is in,motor fuel prices
1122,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Fed,has,easing
1123,4VCM-GVP0-TWTK-S1H3-00000-00.txt,Richard Hoey,is,chief economist
1124,4VCM-GVP0-TWTK-S1H3-00000-00.txt,global recession,is,apt
1125,4VCM-GVP0-TWTK-S1H3-00000-00.txt,recession,is,apt
1126,4VCM-GVP0-TWTK-S1H3-00000-00.txt,result,is,worldwide
1127,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,Fred Hiatt,Regarding,April 12 op ed
1128,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,We believe,will,will timing of move from Keynesian deficit spending
1129,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,We believe,will,will timing
1130,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,We believe,will,will timing of move
1131,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,We believe,will,will timing of move from deficit spending
1132,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,careful determination,must,must made
1133,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,allow,flexibility
1134,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,determination,must,must made
1135,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,time,economy recover
1136,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,time,economy to recover
1137,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,time,for economy to recover
1138,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,time,for economy recover
1139,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,did,its work
1140,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,allow,flexibility in timing
1141,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,flexibility,is in,timing
1142,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,would provide,time economy to recover
1143,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,would provide,time for economy to recover
1144,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,flexibility in,timing
1145,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,would provide,time economy recover
1146,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,It,would provide,time for economy recover
1147,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,announcement,would send sign to,holders of our debt
1148,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,vote,is in,Congress
1149,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,announcement,would send,sign
1150,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,recommendations,is in,immediate term
1151,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,nation,will put,its fiscal house
1152,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,announcement,would send sign to,holders
1153,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,nation,will put,its house
1154,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,debt holders,shifting away,United States
1155,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,Thus may avert,contingency of debt holders ' shifting
1156,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,Thus may avert,serious contingency debt holders ' shifting
1157,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,may avert,contingency of debt holders ' shifting
1158,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,may avert,serious contingency debt holders ' shifting
1159,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,Thus may avert,contingency debt holders ' shifting
1160,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,may avert,serious contingency of debt holders ' shifting
1161,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,Thus may avert,serious contingency of debt holders ' shifting
1162,7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,it,may avert,contingency debt holders ' shifting
1163,7V4B-GJD1-2R2Y-7180-00000-00.txt,Tom Stinson,is,economist
1164,7V4B-GJD1-2R2Y-7180-00000-00.txt,Stinson,has,forecast
1165,7V4B-GJD1-2R2Y-7180-00000-00.txt,they,expect,news
1166,7V4B-GJD1-2R2Y-7180-00000-00.txt,they,expect,bad news
1167,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,spend during,next two year budget period
1168,7V4B-GJD1-2R2Y-7180-00000-00.txt,he,predicted,state
1169,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is scheduled,to spend during next two year budget period
1170,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is,scheduled
1171,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,spend during,two year budget period
1172,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is scheduled,spend
1173,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is scheduled,spend during two year budget period
1174,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is scheduled,to spend during two year budget period
1175,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is scheduled,spend during next two year budget period
1176,7V4B-GJD1-2R2Y-7180-00000-00.txt,he,predicted state In,December
1177,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,is scheduled,to spend
1178,7V4B-GJD1-2R2Y-7180-00000-00.txt,recession,turned,worse.Pawlenty
1179,7V4B-GJD1-2R2Y-7180-00000-00.txt,state tax collections,have plummeted,recession turned
1180,7V4B-GJD1-2R2Y-7180-00000-00.txt,state tax collections,have plummeted,national recession turned
1181,7V4B-GJD1-2R2Y-7180-00000-00.txt,state tax collections,have plummeted Since,then
1182,7V4B-GJD1-2R2Y-7180-00000-00.txt,state tax collections,have plummeted,as national recession turned
1183,7V4B-GJD1-2R2Y-7180-00000-00.txt,national recession,turned,worse.Pawlenty
1184,7V4B-GJD1-2R2Y-7180-00000-00.txt,state tax collections,have plummeted,as recession turned
1185,7V4B-GJD1-2R2Y-7180-00000-00.txt,he,releases,it
1186,7V4B-GJD1-2R2Y-7180-00000-00.txt,state law,prohibits,Stinson
1187,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective forecasts
1188,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,forecasts untainted by politics.Stinson
1189,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective economic forecasts untainted
1190,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective economic forecasts untainted by politics.Stinson
1191,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective professional economic forecasts untainted
1192,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,forecasts
1193,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,forecasts untainted
1194,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective professional forecasts untainted by politics.Stinson
1195,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,professional forecasts untainted
1196,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective economic forecasts
1197,7V4B-GJD1-2R2Y-7180-00000-00.txt,state,has,revenue forecasts
1198,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective forecasts untainted by politics.Stinson
1199,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective professional forecasts
1200,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,professional forecasts
1201,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective professional economic forecasts untainted by politics.Stinson
1202,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,economic forecasts
1203,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,professional forecasts untainted by politics.Stinson
1204,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective professional economic forecasts
1205,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,professional economic forecasts
1206,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,professional economic forecasts untainted
1207,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective professional forecasts untainted
1208,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,economic forecasts untainted
1209,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,objective forecasts untainted
1210,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,professional economic forecasts untainted by politics.Stinson
1211,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,gets,economic forecasts untainted by politics.Stinson
1212,7V4B-GJD1-2R2Y-7180-00000-00.txt,12 hours,days,week
1213,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will as themark
1214,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will themark as possible.Last week
1215,7V4B-GJD1-2R2Y-7180-00000-00.txt,Stinson,based,track record
1216,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will themark as humanly possible.Last week
1217,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will as themark as humanly possible.Last week
1218,7V4B-GJD1-2R2Y-7180-00000-00.txt,Stinson,interrupted,his number crunching
1219,7V4B-GJD1-2R2Y-7180-00000-00.txt,Stinson,interrupted,his number
1220,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will as themark as possible.Last week
1221,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will as themark as week
1222,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,is with,Pioneer Press
1223,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will themark
1224,7V4B-GJD1-2R2Y-7180-00000-00.txt,his forecast,will close,will themark as week
1225,7V4B-GJD1-2R2Y-7180-00000-00.txt,Stinson,interrupted,his number crunching to preview
1226,7V4B-GJD1-2R2Y-7180-00000-00.txt,Q,is In,December
1227,7V4B-GJD1-2R2Y-7180-00000-00.txt,It,has,just terrible
1228,7V4B-GJD1-2R2Y-7180-00000-00.txt,It,has,terrible
1229,7V4B-GJD1-2R2Y-7180-00000-00.txt,economic outlook,has deteriorated since,November
1230,7V4B-GJD1-2R2Y-7180-00000-00.txt,outlook,has deteriorated since,November
1231,7V4B-GJD1-2R2Y-7180-00000-00.txt,national economic outlook,has deteriorated since,November
1232,7V4B-GJD1-2R2Y-7180-00000-00.txt,national outlook,has deteriorated since,November
1233,7V4B-GJD1-2R2Y-7180-00000-00.txt,recession,is going,last
1234,7V4B-GJD1-2R2Y-7180-00000-00.txt,damage,is going,to greater
1235,7V4B-GJD1-2R2Y-7180-00000-00.txt,recession,is going,to last
1236,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,expect,"about 600,000 housing starts nationally year"
1237,7V4B-GJD1-2R2Y-7180-00000-00.txt,recession,is going,to last longer
1238,7V4B-GJD1-2R2Y-7180-00000-00.txt,damage,is going,greater
1239,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,does to,American economy
1240,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,expect,"about 600,000 housing starts year"
1241,7V4B-GJD1-2R2Y-7180-00000-00.txt,it,does to,economy
1242,7V4B-GJD1-2R2Y-7180-00000-00.txt,recession,is going,last longer
1243,7V4B-GJD1-2R2Y-7180-00000-00.txt,year,was year since,World War II
1244,7V4B-GJD1-2R2Y-7180-00000-00.txt,year,was,year
1245,7V4B-GJD1-2R2Y-7180-00000-00.txt,Last year,was,year
1246,7V4B-GJD1-2R2Y-7180-00000-00.txt,Last year,was year since,World War II
1247,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,lose,"100,000 jobs"
1248,7V4B-GJD1-2R2Y-7180-00000-00.txt,inflation,of combination is,gross domestic product
1249,7V4B-GJD1-2R2Y-7180-00000-00.txt,We,showed graphs with,baseline scenario
1250,7V4B-GJD1-2R2Y-7180-00000-00.txt,We,called,\ meltdown
1251,7V4B-GJD1-2R2Y-7180-00000-00.txt,We,showed,graphs
1252,7V4B-GJD1-2R2Y-7180-00000-00.txt,meltdown forecast,is,optimistic
1253,7V4B-GJD1-2R2Y-7180-00000-00.txt,meltdown forecast,is,more optimistic
1254,7V4B-GJD1-2R2Y-7180-00000-00.txt,meltdown scenario,had,2.4 percent decline in GDP
1255,7V4B-GJD1-2R2Y-7180-00000-00.txt,meltdown scenario,had,2.4 percent decline
1256,7V4B-GJD1-2R2Y-7180-00000-00.txt,meltdown scenario,had,2.4 percent decline in real GDP
1257,7V4B-GJD1-2R2Y-7180-00000-00.txt,2.4 percent decline,is in,real GDP
1258,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,Now have,2.5 percent.Q
1259,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,have,2.5 percent.Q
1260,7V4B-GJD1-2R2Y-7180-00000-00.txt,situation,Is,unprecedented?A No
1261,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,had Great Depression,not very optimistic.Q
1262,7V4B-GJD1-2R2Y-7180-00000-00.txt,We,lose,2.5 percent
1263,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,lost,25 percent
1264,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,had,unemployment rate
1265,7V4B-GJD1-2R2Y-7180-00000-00.txt,we,had,unemployment rate of 25 percent
1266,7V4B-GJD1-2R2Y-7180-00000-00.txt,this,is,very serious
1267,7V4B-GJD1-2R2Y-7180-00000-00.txt,We,have still,25 percent unemployment rate now.But
1268,7V4B-GJD1-2R2Y-7180-00000-00.txt,It,take,us
1269,7V4B-GJD1-2R2Y-7180-00000-00.txt,It,take,2012
1270,7V4B-GJD1-2R2Y-7180-00000-00.txt,everybody,now 's edging toward,more end of year
1271,7V4B-GJD1-2R2Y-7180-00000-00.txt,It,tells,us
